rule,project,file,line,verdict,reason,provenance,confidence
MSC17-C,lua,llex.c,433,FP,"case 'z' block ends with `goto no_save;` at line 440 inside the braced compound body; sqc's checker sees the wrapping compound_statement as the last top-level statement and misses the inner goto",delta_msc17_task534,high
MSC17-C,lua,llex.c,471,FP,"case '\n': case '\r': body ends with `break;` at line 473 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,llex.c,475,FP,"stacked space-case labels' body ends with `break;` at line 477 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,llex.c,479,FP,"case '-' body ends with `break;` at line 496 after the comment-skip loop, inside the braced block",delta_msc17_task534,high
MSC17-C,lua,llex.c,498,FP,"case '[' body ends with `return '[';` at line 506, inside the braced block",delta_msc17_task534,high
MSC17-C,lua,llex.c,508,FP,"case '=' body's if/else both return (lines 510-511), fully terminating inside the braced block",delta_msc17_task534,high
MSC17-C,lua,llex.c,513,FP,"case '<' body's if/else-if/else chain all return (lines 515-517), fully terminating",delta_msc17_task534,high
MSC17-C,lua,llex.c,519,FP,"case '>' body's if/else-if/else chain all return (lines 521-523), fully terminating",delta_msc17_task534,high
MSC17-C,lua,llex.c,525,FP,"case '/' body's if/else both return (lines 527-528), fully terminating",delta_msc17_task534,high
MSC17-C,lua,llex.c,530,FP,"case '~' body's if/else both return (lines 532-533), fully terminating",delta_msc17_task534,high
MSC17-C,lua,llex.c,535,FP,"case ':' body's if/else both return (lines 537-538), fully terminating",delta_msc17_task534,high
MSC17-C,lua,llex.c,540,FP,"case '\"'/'\'' body ends with `return TK_STRING;` at line 542",delta_msc17_task534,high
MSC17-C,lua,llex.c,544,FP,"case '.' body's if/else-if/else chain all return (lines 546-552), fully terminating",delta_msc17_task534,high
MSC17-C,lua,llex.c,555,FP,"case '0'-'9' body is a single `return read_numeral(ls, seminfo);` at line 556, wrapped in braces",delta_msc17_task534,high
MSC17-C,lua,llex.c,558,FP,"case EOZ body is a single `return TK_EOS;` at line 559, wrapped in braces",delta_msc17_task534,high
MSC17-C,lua,lmathlib.c,588,FP,"case 0 body ends with `return 1;` at line 591 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lmathlib.c,592,FP,"case 1 body ends with `break;` at line 599 after the inner if returns, inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lmathlib.c,601,FP,"case 2 body ends with `break;` at line 604 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lobject.c,156,FP,"stacked bitwise-op case labels' body has if/else both returning (lines 158-162), fully terminating inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lobject.c,164,FP,"case LUA_OPDIV/LUA_OPPOW body's if/else both return (lines 166-170), fully terminating",delta_msc17_task534,high
MSC17-C,lua,lobject.c,603,FP,"case 's' body ends with `break;` at line 607 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lobject.c,609,FP,"case 'c' body ends with `break;` at line 612 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lobject.c,614,FP,"case 'd' body ends with `break;` at line 618 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lobject.c,620,FP,"case 'I' body ends with `break;` at line 624 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lobject.c,626,FP,"case 'f' body ends with `break;` at line 630 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lobject.c,632,FP,"case 'p' body ends with `break;` at line 637 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lobject.c,639,FP,"case 'U' body ends with `break;` at line 644 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lobject.c,646,FP,"case '%' body ends with `break;` at line 648 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lparser.c,290,FP,"case VCONST body ends with `break;` at line 292 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lparser.c,294,FP,"case VLOCAL/VVARGVAR body ends with `break;` at line 298 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lparser.c,300,FP,"case VUPVAL body ends with `break;` at line 304 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lparser.c,310,FP,"case VINDEXUP/VINDEXSTR/VINDEXED body ends with `break;` at line 313 inside the braced block (the actual intentional fallthrough into this label from case VVARGIND at line 309 is already marked with a '/* FALLTHROUGH */' comment sqc correctly honors)",delta_msc17_task534,high
MSC17-C,lua,lparser.c,995,FP,"case TK_NAME (field) body ends with `break;` at line 1000 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lparser.c,1002,FP,"case '[' body ends with `break;` at line 1004 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lparser.c,1076,FP,"case TK_NAME (parlist) body ends with `break;` at line 1079 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lparser.c,1081,FP,"case TK_DOTS body ends with `break;` at line 1088 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lparser.c,1146,FP,"case '(' body ends with `break;` at line 1156 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lparser.c,1158,FP,"case '{' body ends with `break;` at line 1160 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lparser.c,1162,FP,"case TK_STRING body ends with `break;` at line 1165 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lparser.c,1201,FP,"case '(' body ends with `return;` at line 1207 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lparser.c,1209,FP,"case TK_NAME body ends with `return;` at line 1211 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lparser.c,1227,FP,"case '.' body ends with `break;` at line 1229 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lparser.c,1231,FP,"case '[' body ends with `break;` at line 1236 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lparser.c,1238,FP,"case ':' body ends with `break;` at line 1244 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lparser.c,1246,FP,"case '('/TK_STRING/'{' body ends with `break;` at line 1249 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lparser.c,1261,FP,"case TK_FLT body ends with `break;` at line 1264 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lparser.c,1266,FP,"case TK_INT body ends with `break;` at line 1269 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lparser.c,1271,FP,"case TK_STRING body ends with `break;` at line 1273 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lparser.c,1275,FP,"case TK_NIL body ends with `break;` at line 1277 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lparser.c,1279,FP,"case TK_TRUE body ends with `break;` at line 1281 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lparser.c,1283,FP,"case TK_FALSE body ends with `break;` at line 1285 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lparser.c,1287,FP,"case TK_DOTS body ends with `break;` at line 1292 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lparser.c,1294,FP,"case '{' body ends with `return;` at line 1296 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lparser.c,1298,FP,"case TK_FUNCTION body ends with `return;` at line 1301 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lparser.c,2065,FP,"case ';' body ends with `break;` at line 2067 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lparser.c,2069,FP,"case TK_IF body ends with `break;` at line 2071 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lparser.c,2073,FP,"case TK_WHILE body ends with `break;` at line 2075 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lparser.c,2077,FP,"case TK_DO body ends with `break;` at line 2081 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lparser.c,2083,FP,"case TK_FOR body ends with `break;` at line 2085 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lparser.c,2087,FP,"case TK_REPEAT body ends with `break;` at line 2089 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lparser.c,2091,FP,"case TK_FUNCTION body ends with `break;` at line 2093 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lparser.c,2095,FP,"case TK_LOCAL body ends with `break;` at line 2101 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lparser.c,2103,FP,"case TK_GLOBAL body ends with `break;` at line 2105 inside the braced block",delta_msc17_task534,high
MSC17-C,lua,lparser.c,2107,FP,"case TK_DBCOLON body ends with `break;` at line 2110 inside the braced block",delta_msc17_task534,high
