rule,project,file,line,verdict,reason,provenance,confidence
MEM31-C,mosquitto,src/database.c,513,FP,"client_msg allocated then DL_APPEND'd into msg_data->queued/inflight before any subsequent return; ownership transferred to the persistent message-list, not leaked",delta_mem31_task420,high
MEM31-C,mosquitto,src/database.c,554,FP,"client_msg allocated then DL_APPEND'd into msg_data->queued/inflight before any subsequent return; ownership transferred to the persistent message-list, not leaked",delta_mem31_task420,high
MEM31-C,mosquitto,src/database.c,662,FP,"client_msg allocated then DL_APPEND'd into msg_data->queued/inflight before any subsequent return; ownership transferred to the persistent message-list, not leaked",delta_mem31_task420,high
MEM31-C,mosquitto,src/database.c,714,FP,"client_msg allocated then DL_APPEND'd into msg_data->queued/inflight before any subsequent return; ownership transferred to the persistent message-list, not leaked",delta_mem31_task420,high
MEM31-C,mosquitto,src/database.c,717,FP,"client_msg allocated then DL_APPEND'd into msg_data->queued/inflight before any subsequent return; ownership transferred to the persistent message-list, not leaked",delta_mem31_task420,high
MEM31-C,mosquitto,src/database.c,736,FP,"client_msg allocated then DL_APPEND'd into msg_data->queued/inflight before any subsequent return; ownership transferred to the persistent message-list, not leaked",delta_mem31_task420,high
MEM31-C,mosquitto,src/database.c,740,FP,"client_msg allocated then DL_APPEND'd into msg_data->queued/inflight before any subsequent return; ownership transferred to the persistent message-list, not leaked",delta_mem31_task420,high
MEM31-C,mosquitto,src/database.c,744,FP,"client_msg allocated then DL_APPEND'd into msg_data->queued/inflight before any subsequent return; ownership transferred to the persistent message-list, not leaked",delta_mem31_task420,high
MEM31-C,mosquitto,src/database.c,868,FP,"base_msg is freed internally by db__msg_store_free on every failure branch, and on success ownership transfers into the global msg-store hash via db__message_store/db__msg_store_add; no reachable leak",delta_mem31_task420,high
MEM31-C,mosquitto,src/database.c,873,FP,"base_msg is freed internally by db__msg_store_free on every failure branch, and on success ownership transfers into the global msg-store hash via db__message_store/db__msg_store_add; no reachable leak",delta_mem31_task420,high
MEM31-C,mosquitto,src/database.c,888,FP,"base_msg is freed internally by db__msg_store_free on every failure branch, and on success ownership transfers into the global msg-store hash via db__message_store/db__msg_store_add; no reachable leak",delta_mem31_task420,high
