rule,project,file,line,verdict,reason,provenance,confidence
MEM31-C,curl,lib/altsvc.c,578,FP,"'as' (altsvc_createid) is added to the persistent list via Curl_llist_append(&asi->list, as, &as->node) at line 592 on success; on failure branch (as NULL) nothing was allocated. Ownership transfer to list, not a local leak.",delta_mem31_task420,high
MEM31-C,curl,lib/altsvc.c,618,FP,same as line 578: 'as' is owned by asi->list after Curl_llist_append; the return at line 618 is unrelated to any unfreed allocation.,delta_mem31_task420,high
MEM31-C,curl,lib/amigaos.c,138,FP,"'ai' (Curl_he2ai) is returned by value at line 169 (`return ai;`); ownership transferred to caller, not a leak.",delta_mem31_task420,high
MEM31-C,curl,lib/amigaos.c,154,FP,same function/variable as line 138: 'ai' returned by value to caller at line 169.,delta_mem31_task420,high
MEM31-C,curl,lib/asyn-ares.c,671,FP,"'ares->temp_ai' is a struct field on the persistent async_ares_ctx (data->state.async.ares), not a function-local pointer; ownership lives on that struct, not a local leak.",delta_mem31_task420,high
MEM31-C,curl,lib/asyn-thrdd.c,214,FP,"'rc' is declared `int rc;` (line 210) receiving Curl_getaddrinfo_ex's int status return, not a pointer; status-typed local misattributed as an allocation.",delta_mem31_task420,high
MEM31-C,curl,lib/asyn-thrdd.c,260,FP,"'addr_ctx->res' is a struct field on the persistent async_thrdd_addr_ctx, consumed/freed by the owning thread-join logic, not a function-local leak.",delta_mem31_task420,high
MEM31-C,curl,lib/bufref.c,131,FP,"'cpy' is immediately handed to Curl_bufref_set(br, cpy, len, curl_free) at line 136, registering curl_free as the bufref's destructor; ownership transferred to the bufref.",delta_mem31_task420,high
MEM31-C,curl,lib/bufref.c,137,FP,"same allocation as line 131; the return at 137/138 follows the ownership-transferring Curl_bufref_set call, no leak.",delta_mem31_task420,high
MEM31-C,curl,lib/cf-h2-proxy.c,571,FP,"'result' is declared `CURLcode result;` in tunnel_stream_recv_trailer-style callback; Curl_http_resp_make returns CURLcode, not a pointer. Status-typed local misattributed as an allocation.",delta_mem31_task420,high
MEM31-C,curl,lib/cf-h2-proxy.c,578,FP,"same 'result' CURLcode local as line 571; Curl_http_resp_make return code, not memory.",delta_mem31_task420,high
MEM31-C,curl,lib/cf-h2-proxy.c,584,FP,"'result' is CURLcode; Curl_dynhds_add returns CURLcode, not a pointer.",delta_mem31_task420,high
MEM31-C,curl,lib/cf-h2-proxy.c,593,FP,same CURLcode 'result' as line 584.,delta_mem31_task420,high
MEM31-C,curl,lib/connect.c,396,FP,"'result' is CURLcode throughout cf_setup_connect(); Curl_cf_http_proxy_insert_after returns CURLcode, not a pointer.",delta_mem31_task420,high
MEM31-C,curl,lib/connect.c,413,FP,"same CURLcode 'result' local as line 396 (haproxy branch), status-typed misattribution.",delta_mem31_task420,high
MEM31-C,curl,lib/connect.c,444,FP,"same CURLcode 'result' local (ssl branch), status-typed misattribution.",delta_mem31_task420,high
MEM31-C,curl,lib/cookie.c,1010,FP,"'co' (curlx_memdup) is linked into ci->cookielist via Curl_llist_append at line 1019 on success; on the `fail:` label (line 1042) it is freed via freecookie(co, FALSE). All paths handled.",delta_mem31_task420,high
MEM31-C,curl,lib/cookie.c,1583,FP,"'beg' is the same struct curl_slist chain as 'list' (`list = beg;`); the chain is returned by value from cookie_list() to the caller, or freed via curl_slist_free_all(list) on the failure branch at line 1586. No leak.",delta_mem31_task420,high
