rule,idx,project,file,line,verdict,reason,provenance,confidence
ARR02-C,0,sqlite,src/json.c,142,FP,"jsonbType const lookup table with initializer-determined bounds, correctly sized for indices 0-12",,high
ARR02-C,1,sqlite,src/json.c,153,FP,jsonIsSpace const table sized by initializer; indexed via (unsigned char) cast so 0-255 in bounds,,high
PRE01-C,2,sqlite,src/json.c,196,TP,"jsonIsspace(x) macro expands x as (unsigned char)x without parens; compound arg would misparse, PRE01 hygiene issue",,med
ARR02-C,3,sqlite,src/json.c,216,FP,jsonIsOk[256] has 256 initializers per mutually-exclusive ifdef branch; analyzer summed both,,high
EXP05-C,4,sqlite,src/json.c,428,FP,"p is void* (not const) in jsonCacheDeleteGeneric; cast of non-const pointer, no const discarded",,high
ARR38-C,5,sqlite,src/json.c,459,FP,"memmove size (JSON_CACHE_SIZE-1)*sizeof is compile-time constant 24, not attacker-influenced",,high
INT30-C,6,sqlite,src/json.c,459,FP,"constant 3*8 evaluated at compile time, cannot wrap",,high
INT32-C,7,sqlite,src/json.c,459,FP,"memmove size constant 24, no runtime arithmetic overflow",,high
INT32-C,8,sqlite,src/json.c,467,FP,"p->nUsed bounded 0..4, increment cannot approach INT_MAX",,high
INT31-C,9,sqlite,src/json.c,508,FP,nJson non-negative from value_bytes; memcmp runs after equality check; size_t conversion safe,,high
ARR38-C,10,sqlite,src/json.c,515,FP,memmove over JsonParse array bounded by nUsed<=4; indices guarded by i<nUsed,,high
INT30-C,11,sqlite,src/json.c,515,FP,"i+1 indexes 4-entry cache; i<nUsed-1<=2, no wrap",,high
INT30-C,12,sqlite,src/json.c,515,FP,"(nUsed-i-1)*sizeof with nUsed<=4 small, no wrap",,high
INT30-C,13,sqlite,src/json.c,515,FP,nUsed-i positive since i<nUsed; nUsed<=4,,high
INT32-C,14,sqlite,src/json.c,515,FP,memmove size bounded by cache size 4,,high
INT32-C,15,sqlite,src/json.c,515,FP,i+1 bounded by cache size 4,,high
INT32-C,16,sqlite,src/json.c,515,FP,nUsed-i-1 positive (i<nUsed-1) and small,,high
INT32-C,17,sqlite,src/json.c,515,FP,nUsed-i positive (i<nUsed) small,,high
INT32-C,18,sqlite,src/json.c,516,FP,nUsed-1 with nUsed 1..4 after match,,high
INT32-C,19,sqlite,src/json.c,517,FP,nUsed-1 bounded by cache size 4,,high
ARR01-C,20,sqlite,src/json.c,535,FP,"sizeof(p->zSpace) is sizeof a fixed char[100] member, yields 100 correctly",,high
DCL13-C,21,sqlite,src/json.c,542,FP,"pCtx stored into non-const field p->pCtx, const param would not compile",,high
INT32-C,22,sqlite,src/json.c,577,FP,(size_t)p->nUsed bounded by prior allocation,,high
DCL03-C,23,sqlite,src/json.c,599,FP,"assert(N>0) on runtime u32 param, not a constant expression",,high
EXP05-C,24,sqlite,src/json.c,601,FP,"N is a u32 size value, not a const pointer",,high
EXP05-C,25,sqlite,src/json.c,609,FP,"N is a u32 size value, not a const pointer",,high
EXP34-C,26,sqlite,src/json.c,609,FP,jsonAppendRaw memcpy reached only when N>0; null+N>0 unreachable per caller contract,,med
DCL03-C,27,sqlite,src/json.c,614,FP,assert(N>0) runtime param not constant,,high
EXP05-C,28,sqlite,src/json.c,618,FP,"N size value, not const pointer",,high
ARR02-C,29,sqlite,src/json.c,687,FP,"aSpecial const table sized by initializer, verified by assert; indices bounded by assert c<sizeof",,high
DCL03-C,30,sqlite,src/json.c,691,TP,assert(sizeof(aSpecial)==32) is a compile-time constant; static_assert would be idiomatic (DCL03),,med
STR00-C,31,sqlite,src/json.c,699,FP,c is u8 (unsigned) bounded by assert(c<sizeof); not a signed char index,,high
STR00-C,32,sqlite,src/json.c,701,FP,c is u8 unsigned bounded by assert c<32,,high
INT08-C,33,sqlite,src/json.c,708,FP,c is u8 unsigned; c>>4 no signedness issue,,high
INT13-C,34,sqlite,src/json.c,708,FP,c is u8 unsigned; >>4 well-defined,,high
INT13-C,35,sqlite,src/json.c,709,FP,c is u8 unsigned; c&0xf well-defined,,high
STR00-C,36,sqlite,src/json.c,709,FP,"c is u8 unsigned, no signedness issue",,high
ARR30-C,37,sqlite,src/json.c,737,FP,"z is const u8*; z[k] is 0-255, jsonIsOk has 256 entries",,high
STR00-C,38,sqlite,src/json.c,737,FP,z is const u8* index 0-255 in bounds for jsonIsOk[256],,high
ARR30-C,39,sqlite,src/json.c,740,FP,"z is const u8*; index 0-255, jsonIsOk sized 256",,high
STR00-C,40,sqlite,src/json.c,740,FP,z is const u8* unsigned index in bounds,,high
STR00-C,41,sqlite,src/json.c,743,FP,z is const u8* unsigned index,,high
STR00-C,42,sqlite,src/json.c,747,FP,z is const u8* unsigned index,,high
STR00-C,43,sqlite,src/json.c,751,FP,z is const u8* unsigned index,,high
EXP05-C,44,sqlite,src/json.c,760,FP,"k is u32 byte count for memcpy, not a const pointer",,high
EXP05-C,45,sqlite,src/json.c,766,FP,"k is u32 byte count, not a const pointer",,high
INT13-C,46,sqlite,src/json.c,855,FP,flags is int bit-flags from user_data; flags & JSON_BLOB is intended bit test,,high
INT14-C,47,sqlite,src/json.c,938,FP,h is small hex-char int 0-127; h+=9*(1&(h>>6)) cannot approach INT_MAX,,high
INT32-C,48,sqlite,src/json.c,938,FP,h tiny hex magnitude; no overflow,,high
INT32-C,49,sqlite,src/json.c,941,FP,h small hex value; EBCDIC adjustment cannot overflow,,high
EXP07-C,50,sqlite,src/json.c,951,FP,jsonHexToInt4 shifts small 0-15 nibbles; EXP07 misfire on hex conversion,,high
INT14-C,51,sqlite,src/json.c,951,FP,z indexed/shifted in standard 4-hex decode; readability note only,,high
INT14-C,52,sqlite,src/json.c,951,FP,jsonHexToInt is a function name not a variable; INT14 misfire,,high
MSC37-C,53,sqlite,src/json.c,1008,FP,json5Whitespace while(1) exits via goto whitespace_done then return n; all paths return,,high
EXP05-C,54,sqlite,src/json.c,1010,TP,(u8*)zIn casts away const from const char* zIn before assigning to const u8* z; genuine EXP05 const-discard,,med
