rule,idx,project,file,line,verdict,reason,provenance,confidence
MSC37-C,1,sqlite,src/mem3.c,100,FP,Line 100 is the Mem3Global struct definition not a function body; MSC37 misparse,b14-adjudicator,high
MEM05-C,2,sqlite,src/mem3.c,137,FP,aiSmall[MX_SMALL-1] is a fixed-size struct member with compile-time bound not a VLA or malloc,b14-adjudicator,high
INT14-C,3,sqlite,src/mem3.c,170,FP,INT14 readability advisory on assert pool index i-1 bitwise/arith mix,b14-adjudicator,high
INT14-C,4,sqlite,src/mem3.c,170,FP,INT14 readability advisory on i in assert; pool-bounded index,b14-adjudicator,high
FLP03-C,5,sqlite,src/mem3.c,172,FP,size4x/4 is integer division not floating point,b14-adjudicator,high
ARR30-C,6,sqlite,src/mem3.c,179,FP,hash = size % N_HASH yields 0..60 within aiHash[61],b14-adjudicator,high
INT14-C,7,sqlite,src/mem3.c,205,FP,INT14 readability advisory on assert pool index,b14-adjudicator,high
INT14-C,8,sqlite,src/mem3.c,205,FP,INT14 readability advisory on i index,b14-adjudicator,high
FLP03-C,9,sqlite,src/mem3.c,206,FP,size4x/4 integer division not FP,b14-adjudicator,high
ARR30-C,10,sqlite,src/mem3.c,213,FP,hash = size % N_HASH bounded 0..60 within aiHash[61],b14-adjudicator,high
FLP03-C,11,sqlite,src/mem3.c,256,FP,size4x/4 integer division not FP,b14-adjudicator,high
INT14-C,12,sqlite,src/mem3.c,257,FP,INT14 readability advisory on nBlock in assert,b14-adjudicator,high
INT14-C,13,sqlite,src/mem3.c,273,FP,INT14 readability advisory on mem3 index,b14-adjudicator,high
INT32-C,14,sqlite,src/mem3.c,321,FP,aPool[i-1] with i from list loop guaranteed >=1 by chunk-index invariant; unsigned u32,b14-adjudicator,high
INT14-C,15,sqlite,src/mem3.c,322,FP,INT14 readability advisory on size,b14-adjudicator,high
INT14-C,16,sqlite,src/mem3.c,326,FP,INT14 readability advisory on mem3 index,b14-adjudicator,high
INT32-C,17,sqlite,src/mem3.c,326,FP,prev = i - prevSize guarded by assert(i > prevSize) at line 325,b14-adjudicator,high
INT14-C,18,sqlite,src/mem3.c,331,FP,INT14 readability advisory on prev,b14-adjudicator,high
INT32-C,19,sqlite,src/mem3.c,332,FP,prev-1 with prev = i-prevSize > 0 by preceding assert,b14-adjudicator,high
INT32-C,20,sqlite,src/mem3.c,333,FP,prev-1 with prev > 0 invariant,b14-adjudicator,high
