rule,project,file,line,verdict,reason,provenance,confidence
ARR30-C,sqlite,ext/expert/sqlite3expert.c,241,FP,"iHash is computed as idxHashString()'s ret % IDX_HASH_SIZE (1023), so it is provably within aHash[1023] bounds.",delta_arr30_task537,high
ARR30-C,sqlite,ext/expert/sqlite3expert.c,254,FP,"iHash is computed as idxHashString()'s ret % IDX_HASH_SIZE (1023), so it is provably within aHash[1023] bounds.",delta_arr30_task537,high
ARR30-C,sqlite,ext/expert/sqlite3expert.c,255,FP,"iHash is computed as idxHashString()'s ret % IDX_HASH_SIZE (1023), so it is provably within aHash[1023] bounds.",delta_arr30_task537,high
ARR30-C,sqlite,ext/expert/sqlite3expert.c,273,FP,"iHash is computed as idxHashString()'s ret % IDX_HASH_SIZE (1023), so it is provably within aHash[1023] bounds.",delta_arr30_task537,high
ARR30-C,sqlite,ext/fts3/fts3.c,2821,FP,"The i/iOut loop bounds are SizeofArray(pTS->aaOutput), which equals the array's real declared size (16), so the index cannot exceed it.",delta_arr30_task537,high
ARR30-C,sqlite,ext/fts3/fts3.c,2823,FP,"The i/iOut loop bounds are SizeofArray(pTS->aaOutput), which equals the array's real declared size (16), so the index cannot exceed it.",delta_arr30_task537,high
ARR30-C,sqlite,ext/fts3/fts3.c,2825,FP,"The i/iOut loop bounds are SizeofArray(pTS->aaOutput), which equals the array's real declared size (16), so the index cannot exceed it.",delta_arr30_task537,high
ARR30-C,sqlite,ext/fts3/fts3.c,2838,FP,"The i/iOut loop bounds are SizeofArray(pTS->aaOutput), which equals the array's real declared size (16), so the index cannot exceed it.",delta_arr30_task537,high
ARR30-C,sqlite,ext/fts3/fts3.c,2840,FP,"The i/iOut loop bounds are SizeofArray(pTS->aaOutput), which equals the array's real declared size (16), so the index cannot exceed it.",delta_arr30_task537,high
ARR30-C,sqlite,ext/fts3/fts3.c,2903,FP,"The i/iOut loop bounds are SizeofArray(pTS->aaOutput), which equals the array's real declared size (16), so the index cannot exceed it.",delta_arr30_task537,high
ARR30-C,sqlite,ext/fts3/fts3.c,2905,FP,"The i/iOut loop bounds are SizeofArray(pTS->aaOutput), which equals the array's real declared size (16), so the index cannot exceed it.",delta_arr30_task537,high
ARR30-C,sqlite,ext/fts3/fts3.c,2921,FP,"The i/iOut loop bounds are SizeofArray(pTS->aaOutput), which equals the array's real declared size (16), so the index cannot exceed it.",delta_arr30_task537,high
ARR30-C,sqlite,ext/fts3/fts3.c,2922,FP,"The i/iOut loop bounds are SizeofArray(pTS->aaOutput), which equals the array's real declared size (16), so the index cannot exceed it.",delta_arr30_task537,high
ARR30-C,sqlite,ext/fts3/fts3.c,2927,FP,"The i/iOut loop bounds are SizeofArray(pTS->aaOutput), which equals the array's real declared size (16), so the index cannot exceed it.",delta_arr30_task537,high
ARR30-C,sqlite,ext/fts3/fts3.c,3200,FP,"The i/iOut loop bounds are SizeofArray(pTS->aaOutput), which equals the array's real declared size (16), so the index cannot exceed it.",delta_arr30_task537,high
ARR30-C,sqlite,ext/fts3/fts3.c,4775,FP,"Loop index i is bounded by p->nToken, which fts3EvalIncrPhraseNext's caller gates to <= MAX_INCR_PHRASE_TOKENS (4, matching a[]'s size) before this path runs, and it is also asserted here.",delta_arr30_task537,high
ARR30-C,sqlite,ext/fts3/fts3.c,4787,FP,"Loop index i is bounded by p->nToken, which fts3EvalIncrPhraseNext's caller gates to <= MAX_INCR_PHRASE_TOKENS (4, matching a[]'s size) before this path runs, and it is also asserted here.",delta_arr30_task537,high
ARR30-C,sqlite,ext/fts3/fts3.c,4789,FP,"Loop index i is bounded by p->nToken, which fts3EvalIncrPhraseNext's caller gates to <= MAX_INCR_PHRASE_TOKENS (4, matching a[]'s size) before this path runs, and it is also asserted here.",delta_arr30_task537,high
ARR30-C,sqlite,ext/fts3/fts3.c,4790,FP,"Loop index i is bounded by p->nToken, which fts3EvalIncrPhraseNext's caller gates to <= MAX_INCR_PHRASE_TOKENS (4, matching a[]'s size) before this path runs, and it is also asserted here.",delta_arr30_task537,high
ARR30-C,sqlite,ext/fts3/fts3.c,4791,FP,"Loop index i is bounded by p->nToken, which fts3EvalIncrPhraseNext's caller gates to <= MAX_INCR_PHRASE_TOKENS (4, matching a[]'s size) before this path runs, and it is also asserted here.",delta_arr30_task537,high
