rule,idx,project,file,line,verdict,reason,provenance,confidence
ARR38-C,0,sqlite,ext/fts3/fts3_expr.c,127,FP,"memset guarded by if(pRet); nByte is the alloc size, standard MallocZero idiom",,high
INT31-C,1,sqlite,ext/fts3/fts3_expr.c,127,FP,nByte is sqlite3_int64 already validated by preceding sqlite3_malloc64; int64->size_t is identity on 64-bit,,high
API00-C,2,sqlite,ext/fts3/fts3_expr.c,131,FP,sqlite3Fts3OpenTokenizer is internal FTS3 helper; callers (getNextToken/getNextString) guarantee valid pTokenizer/ppCsr,,high
API00-C,3,sqlite,ext/fts3/fts3_expr.c,131,FP,ppCsr is internal OUT param from trusted in-module callers,,high
EXP34-C,4,sqlite,ext/fts3/fts3_expr.c,138,FP,pTokenizer non-null by caller contract (always a validated tokenizer module),,high
EXP34-C,5,sqlite,ext/fts3/fts3_expr.c,142,FP,pModule = pTokenizer->pModule with valid tokenizer; module pointer always set,,high
EXP34-C,6,sqlite,ext/fts3/fts3_expr.c,145,FP,pCsr deref inside if(rc==SQLITE_OK); xOpen sets pCsr on success (assert rc!=OK || pCsr==0 inverse),,high
DCL30-C,7,sqlite,ext/fts3/fts3_expr.c,154,FP,*ppCsr = pCsr where pCsr is heap cursor from xOpen or 0 — not an automatic address,,high
MEM05-C,8,sqlite,ext/fts3/fts3_expr.c,193,FP,getNextToken recursion bounded: recurses with iBarred<iEnd<=n so buffer strictly shrinks each level; depth capped by query length,,high
MSC04-C,9,sqlite,ext/fts3/fts3_expr.c,193,TP,getNextToken recurses directly at line 223 (getNextToken(pParse,,high
STR34-C,10,sqlite,ext/fts3/fts3_expr.c,220,FP,z passed to findBarredChar where bytes only ==-compared to ASCII quote/paren; no widening into index/size,,high
INT30-C,11,sqlite,ext/fts3/fts3_expr.c,226,FP,sizeof + nToken (int bounded by query length ~1e9) in sqlite3_int64; no 64-bit wrap,,high
EXP34-C,12,sqlite,ext/fts3/fts3_expr.c,237,FP,zToken set by xNext inside rc==SQLITE_OK guard before memcpy; nToken defaults 0,,high
INT32-C,13,sqlite,ext/fts3/fts3_expr.c,249,FP,iStart-- guarded by iStart>0; cannot reach INT_MIN,,high
INT32-C,14,sqlite,ext/fts3/fts3_expr.c,252,FP,iStart-- guarded by iStart>0; cannot reach INT_MIN,,high
STR34-C,15,sqlite,ext/fts3/fts3_expr.c,261,FP,same findBarredChar call; char bytes only ==-compared to ASCII,,high
DCL30-C,16,sqlite,ext/fts3/fts3_expr.c,271,FP,*ppExpr = pRet where pRet is heap (sqlite3Fts3MallocZero) or 0,,high
DCL13-C,17,sqlite,ext/fts3/fts3_expr.c,301,TP,pParse fields only read in getNextString (pTokenizer/iLangid/iDefaultCol); *pParse never written,,med
INT30-C,18,sqlite,ext/fts3/fts3_expr.c,313,FP,"nSpace = sizeof(Fts3Expr)+SZ_FTS3PHRASE(1), all compile-time constants",,high
INT30-C,19,sqlite,ext/fts3/fts3_expr.c,346,FP,"ii is token-index bounded by query length; size_t arithmetic on 64-bit, realloc fails before wrap",,med
MEM30-C,20,sqlite,ext/fts3/fts3_expr.c,354,FP,p reassigned from fts3ReallocOrFree at 346 and NULL-checked at 348 before deref; freed-original case returns NULL and goto NOMEM,,high
MEM30-C,21,sqlite,ext/fts3/fts3_expr.c,354,FP,"same: p is realloc result, checked non-NULL at 348 before aToken access",,high
MEM30-C,22,sqlite,ext/fts3/fts3_expr.c,355,FP,pToken points into reassigned/checked p; not freed,,high
