rule,project,file,line,verdict,reason,provenance,confidence
INT14-C,hostap,hostapd/config_file.c,1469,FP,"INT14-C stylistic-pedantry mismatch (BCD packing shift/or on char array elements), confirmed categorical FP",41plus_b21,high
EXP00-C,hostap,hostapd/config_file.c,1471,FP,Suggested parenthesization already present verbatim in source; moot/non-actionable finding,41plus_b21,high
INT14-C,hostap,hostapd/config_file.c,1471,FP,"INT14-C stylistic-pedantry mismatch, same BCD-packing idiom as :1469",41plus_b21,high
MSC07-C,hostap,hostapd/config_file.c,1485,FP,"fail: label reached via earlier goto fail, not fallthrough after return; confirmed MSC07-C pattern",41plus_b21,high
EXP43-C,hostap,hostapd/config_file.c,1514,FP,os_realloc_array params are not restrict-qualified; confirmed EXP43-C non-restrict FP class,41plus_b21,high
ARR00-C,hostap,hostapd/config_file.c,1526,FP,"offsets freed only at line 1533, after this read at 1526; access precedes free, order-tracking bug",41plus_b21,high
ERR07-C,hostap,hostapd/config_file.c,1539,TP,encoding = atoi(pos) with no downstream range/validity check,41plus_b21,med
ERR34-C,hostap,hostapd/config_file.c,1539,TP,same as ERR07-C: no error detection on atoi result,41plus_b21,med
STR34-C,hostap,hostapd/config_file.c,1548,FP,"*end = '\0' literal char assignment, not a widening conversion; confirmed massive STR34-C FP class",41plus_b21,high
ERR07-C,hostap,hostapd/config_file.c,1580,TP,"eap_method = atoi(pos), never validated afterward",41plus_b21,med
ERR34-C,hostap,hostapd/config_file.c,1580,TP,same as ERR07-C: unchecked atoi,41plus_b21,med
ERR07-C,hostap,hostapd/config_file.c,1590,TP,"auth_id[...] = atoi(pos), never validated afterward",41plus_b21,med
ERR34-C,hostap,hostapd/config_file.c,1590,TP,same as ERR07-C: unchecked atoi,41plus_b21,med
ERR07-C,hostap,hostapd/config_file.c,1595,TP,"auth_val[...] = atoi(pos), never validated afterward",41plus_b21,med
ERR34-C,hostap,hostapd/config_file.c,1595,TP,same as ERR07-C: unchecked atoi,41plus_b21,med
ARR30-C,hostap,hostapd/config_file.c,1612,FP,while(*rpos) bounded by realm_buf NUL-termination + explicit break on strchr NULL; confirmed bounded-scan FP class,41plus_b21,high
STR31-C,hostap,hostapd/config_file.c,1612,FP,"loop splits/NUL-terminates realm_buf in place; no copying occurs at all, mischaracterized as a copy loop",41plus_b21,med
STR34-C,hostap,hostapd/config_file.c,1621,FP,*rpos++ = '\0' literal char assignment; confirmed massive STR34-C FP class,41plus_b21,high
MSC07-C,hostap,hostapd/config_file.c,1628,FP,fail: label reached via earlier goto fail; confirmed MSC07-C pattern,41plus_b21,high
ERR07-C,hostap,hostapd/config_file.c,1646,TP,infoid = atoi(buf) with no downstream range/validity check,41plus_b21,med
ERR34-C,hostap,hostapd/config_file.c,1646,TP,same as ERR07-C: unchecked atoi,41plus_b21,med
INT14-C,hostap,hostapd/config_file.c,1648,FP,len used with &1 parity check then /=2 arithmetic; confirmed INT14-C parity-then-arithmetic FP class,41plus_b21,high
MEM05-C,hostap,hostapd/config_file.c,1687,FP,"qos_map_set[16+2*21] is a fixed compile-time-constant size, not a VLA; confirmed MEM05-C constant-sum FP class",41plus_b21,high
EXP40-C,hostap,hostapd/config_file.c,1688,FP,"buf parameter is plain char*, not const-qualified anywhere; EXP40-C's const premise is factually wrong",41plus_b21,high
