rule,project,file,line,verdict,reason,provenance,confidence
STR34-C,hostap,wpa_supplicant/ctrl_iface.c,14403,FP,"Plain char-to-char *pos++='\0' assignment, no widening; confirmed STR34-C char-assignment FP pattern.",41plus_b11,high
STR34-C,hostap,wpa_supplicant/ctrl_iface.c,14412,FP,Same plain char-to-char assignment idiom; confirmed STR34-C FP pattern.,41plus_b11,high
STR34-C,hostap,wpa_supplicant/ctrl_iface.c,14421,FP,Same plain char-to-char assignment idiom; confirmed STR34-C FP pattern.,41plus_b11,high
STR34-C,hostap,wpa_supplicant/ctrl_iface.c,14430,FP,Same plain char-to-char assignment idiom; confirmed STR34-C FP pattern.,41plus_b11,high
STR34-C,hostap,wpa_supplicant/ctrl_iface.c,14439,FP,Same plain char-to-char assignment idiom; confirmed STR34-C FP pattern.,41plus_b11,high
STR34-C,hostap,wpa_supplicant/ctrl_iface.c,14448,FP,Same plain char-to-char assignment idiom; confirmed STR34-C FP pattern.,41plus_b11,high
STR34-C,hostap,wpa_supplicant/ctrl_iface.c,14457,FP,Same plain char-to-char assignment idiom; confirmed STR34-C FP pattern.,41plus_b11,high
MSC07-C,hostap,wpa_supplicant/ctrl_iface.c,14513,FP,'fail:' label after return is a goto target reached from earlier failure branches; confirmed MSC07-C goto-label FP pattern.,41plus_b11,high
DCL13-C,hostap,wpa_supplicant/ctrl_iface.c,14548,FP,wpa_free_iface_info walks and os_free()s the list nodes iface points into; extends confirmed free-ownership-transfer traversal-param DCL13-C FP class.,41plus_b11,high
DCL13-C,hostap,wpa_supplicant/ctrl_iface.c,14563,TP,"global only read (drv_priv indexing) in this function, never forwarded mutably; matches 'plain internal helper, not automatically FP' clarification.",41plus_b11,med
DCL13-C,hostap,wpa_supplicant/ctrl_iface.c,14564,FP,"buf is the output buffer: pos=buf then os_snprintf writes through pos, i.e. buf's pointee is modified via an aliased local; const would be wrong.",41plus_b11,med
STR34-C,hostap,wpa_supplicant/ctrl_iface.c,14593,FP,"*pos='\0' plain char assignment, no widening; confirmed STR34-C FP pattern.",41plus_b11,high
DCL13-C,hostap,wpa_supplicant/ctrl_iface.c,14605,TP,"global only read (->ifaces traversal) in this function; matches 'plain internal helper, not automatically FP' clarification.",41plus_b11,med
DCL13-C,hostap,wpa_supplicant/ctrl_iface.c,14607,FP,buf is written through aliased local pos via os_snprintf; same buf/pos output-buffer aliasing FP as line 14564.,41plus_b11,med
STR34-C,hostap,wpa_supplicant/ctrl_iface.c,14632,FP,*pos='\0' plain char assignment; confirmed STR34-C FP pattern.,41plus_b11,high
DCL13-C,hostap,wpa_supplicant/ctrl_iface.c,14642,TP,"global only read to traverse ->ifaces; matches 'plain internal helper, not automatically FP' clarification.",41plus_b11,med
API05-C,hostap,wpa_supplicant/ctrl_iface.c,14643,FP,"const char *ifname is a plain NUL-terminated string param, no size companion needed; confirmed API05-C idiomatic-string FP pattern.",41plus_b11,high
API05-C,hostap,wpa_supplicant/ctrl_iface.c,14644,FP,char *cmd is a plain NUL-terminated command string; confirmed API05-C idiomatic-string FP pattern.,41plus_b11,high
DCL13-C,hostap,wpa_supplicant/ctrl_iface.c,14666,TP,global only read (p2p_init_wpa_s field) and forwarded field (not global itself) unmutated; matches 'plain internal helper' clarification.,41plus_b11,med
API05-C,hostap,wpa_supplicant/ctrl_iface.c,14667,FP,"char *buf here is a NUL-terminated command string, no size param needed; confirmed API05-C idiomatic-string FP pattern.",41plus_b11,high
ARR02-C,hostap,wpa_supplicant/ctrl_iface.c,14670,FP,"static const char *cmd[] NULL-sentinel array whose element count varies by #ifdef CONFIG_AP; hardcoding a size would be wrong, extends wpa_drivers[] ARR02-C FP precedent.",41plus_b11,med
ARR02-C,hostap,wpa_supplicant/ctrl_iface.c,14690,FP,static const char *prefix[] NULL-sentinel array varying by #ifdef ANDROID/CONFIG_AP; same ARR02-C ifdef-varying-array FP as line 14670.,41plus_b11,med
DCL13-C,hostap,wpa_supplicant/ctrl_iface.c,14757,TP,global forwarded unmodified to redir_p2p/redir_wfd helpers which themselves only read it; matches 'plain internal helper' clarification.,41plus_b11,med
API05-C,hostap,wpa_supplicant/ctrl_iface.c,14758,FP,char *buf is a plain NUL-terminated command string; confirmed API05-C idiomatic-string FP pattern.,41plus_b11,high
API05-C,hostap,wpa_supplicant/ctrl_iface.c,14773,FP,char *buf is a plain NUL-terminated command string; confirmed API05-C idiomatic-string FP pattern.,41plus_b11,high
DCL30-C,hostap,wpa_supplicant/ctrl_iface.c,14779,FP,"'ret' is a local char* variable holding a heap pointer returned by ctrl_iface_process, not automatic-storage memory; confirmed DCL30-C local-variable-vs-storage FP pattern.",41plus_b11,high
DCL30-C,hostap,wpa_supplicant/ctrl_iface.c,14783,FP,Same 'ret' local pointer to heap storage; confirmed DCL30-C FP pattern.,41plus_b11,high
STR34-C,hostap,wpa_supplicant/ctrl_iface.c,14796,FP,*value++='\0' plain char assignment; confirmed STR34-C FP pattern.,41plus_b11,high
ERR07-C,hostap,wpa_supplicant/ctrl_iface.c,14802,FP,"atoi(value) result only used via !! for a boolean enable flag; malformed input safely yields 0/disable, no exploitable defect, extends the atoi-immediately-bounded FP judgment.",41plus_b11,med
ERR34-C,hostap,wpa_supplicant/ctrl_iface.c,14802,FP,"Same atoi() call coerced to boolean via !!; failure mode is benign default-disable, not a real conversion-error defect.",41plus_b11,med
ARR00-C,hostap,wpa_supplicant/ctrl_iface.c,14808,FP,"value[-1] restores the space char at the position value was advanced past via *value++='\0' two lines above; valid in-bounds pointer arithmetic, not a real negative index into an array.",41plus_b11,med
DCL13-C,hostap,wpa_supplicant/ctrl_iface.c,14814,TP,global only read via ->ifaces traversal; matches 'plain internal helper' clarification.,41plus_b11,med
EXP33-C,hostap,wpa_supplicant/ctrl_iface.c,14824,FP,"wpa_s[2] array: both slots are assigned inside the for-loop before the final use at wpa_s[0]/wpa_s[1] call; tool misses initialization-inside-loop for an array, extending the ARR00-C for-loop-init-clause FP family.",41plus_b11,high
STR34-C,hostap,wpa_supplicant/ctrl_iface.c,14828,FP,*p='\0' plain char assignment; confirmed STR34-C FP pattern.,41plus_b11,high
DCL13-C,hostap,wpa_supplicant/ctrl_iface.c,14850,TP,"global only read via ->ifaces traversal, never modified; matches 'plain internal helper' clarification.",41plus_b11,med
DCL13-C,hostap,wpa_supplicant/ctrl_iface.c,14881,TP,"global only read (p2p, wifi_display, ifaces fields); matches 'plain internal helper' clarification.",41plus_b11,med
API05-C,hostap,wpa_supplicant/ctrl_iface.c,14882,FP,char *buf immediately paired with size_t buflen; confirmed API05-C paired-size-param FP pattern.,41plus_b11,high
DCL13-C,hostap,wpa_supplicant/ctrl_iface.c,14882,FP,buf is the output buffer written through aliased local pos via os_snprintf; same buf/pos output-buffer aliasing FP as line 14564.,41plus_b11,med
EXP30-C,hostap,wpa_supplicant/ctrl_iface.c,14893,FP,MAC2STR(...) macro expands to pure array-index reads and p2p_get_state_txt() is a side-effect-free accessor; confirmed EXP30-C side-effect-free-accessor-args FP pattern.,41plus_b11,high
MSC01-C,hostap,wpa_supplicant/ctrl_iface.c,14901,FP,if/else-if on global->p2p state needs no final else (nothing to do when !global->p2p); confirmed MSC01-C stylistic-pedantry FP pattern.,41plus_b11,high
API05-C,hostap,wpa_supplicant/ctrl_iface.c,14933,FP,char *cmd is a plain NUL-terminated command string; confirmed API05-C idiomatic-string FP pattern.,41plus_b11,high
API05-C,hostap,wpa_supplicant/ctrl_iface.c,14933,FP,char *buf is immediately paired with size_t reply_size; confirmed API05-C paired-size-param FP pattern.,41plus_b11,high
MEM05-C,hostap,wpa_supplicant/ctrl_iface.c,14936,FP,"char ifname[IFNAMSIZ + 1] is a fixed-size array sized by a compile-time system macro, not a VLA; confirmed MEM05-C fixed-size-macro-array FP pattern.",41plus_b11,high
API05-C,hostap,wpa_supplicant/ctrl_iface.c,14961,FP,char *cmd plain NUL-terminated string; confirmed API05-C idiomatic-string FP pattern.,41plus_b11,high
API05-C,hostap,wpa_supplicant/ctrl_iface.c,14961,FP,char *buf paired with size_t reply_size; confirmed API05-C paired-size-param FP pattern.,41plus_b11,high
MEM05-C,hostap,wpa_supplicant/ctrl_iface.c,14964,FP,"char ifname[IFNAMSIZ + 1] fixed-size macro-sized array, not a VLA; confirmed MEM05-C FP pattern.",41plus_b11,high
API00-C,hostap,wpa_supplicant/ctrl_iface.c,14983,FP,"global is an internal dispatch-layer pointer supplied only by the fixed ctrl_iface transport call site, never externally nullable; matches 'API00-C mostly FP on internal-only APIs' pattern.",41plus_b11,med
API05-C,hostap,wpa_supplicant/ctrl_iface.c,14984,FP,"char *buf is the NUL-terminated command string here, no size param used for it; confirmed API05-C idiomatic-string FP pattern.",41plus_b11,high
