rule,project,file,line,verdict,reason,provenance,confidence
MEM31-C,hostap,src/wps/wps_er.c,799,FP,"sta->manufacturer is a struct field; the old value is os_free()'d immediately before this reassignment, and wps_er_sta_free() frees sta->manufacturer when the persistent sta struct is torn down — ownership lives in the struct, not a local leak.",delta_mem31_task420,high
MEM31-C,hostap,src/wps/wps_er.c,805,FP,Same struct-field pattern: os_free(sta->model_name) precedes the reassignment; freed later in wps_er_sta_free().,delta_mem31_task420,high
MEM31-C,hostap,src/wps/wps_er.c,811,FP,Struct field freed in wps_er_sta_free(); os_free precedes reassignment.,delta_mem31_task420,high
MEM31-C,hostap,src/wps/wps_er.c,817,FP,Struct field freed in wps_er_sta_free(); os_free precedes reassignment.,delta_mem31_task420,high
MEM31-C,hostap,src/wps/wps_er.c,823,FP,Struct field freed in wps_er_sta_free(); os_free precedes reassignment.,delta_mem31_task420,high
MEM31-C,hostap,src/wps/wps_er.c,832,FP,"Function returns sta, a persistent struct linked into the AP's sta list; field freed later by wps_er_sta_free(), not leaked at this return.",delta_mem31_task420,high
MEM31-C,hostap,src/wps/wps_er.c,832,FP,"sta persists in ap->sta list, freed via wps_er_sta_free().",delta_mem31_task420,high
MEM31-C,hostap,src/wps/wps_er.c,832,FP,"Field owned by the persistent sta struct, freed in wps_er_sta_free().",delta_mem31_task420,high
MEM31-C,hostap,src/wps/wps_er.c,832,FP,"Field owned by the persistent sta struct, freed in wps_er_sta_free().",delta_mem31_task420,high
MEM31-C,hostap,src/wps/wps_er.c,832,FP,"Field owned by the persistent sta struct, freed in wps_er_sta_free().",delta_mem31_task420,high
MEM31-C,hostap,src/wps/wps_upnp.c,343,FP,"host aliases scratch_mem; scratch_mem is unconditionally os_free()'d at the fail: label, reached by every exit path from the function.",delta_mem31_task420,high
MEM31-C,hostap,src/wps/wps_upnp.c,385,FP,"goto at line 385 jumps to fail: where os_free(scratch_mem) runs unconditionally, covering host's storage.",delta_mem31_task420,high
MEM31-C,hostap,wpa_supplicant/bgscan_learn.c,222,FP,Standard realloc-grow idiom: on failure the function returns with the old freqs array intact; on success freqs=n and the array is returned to the caller.,delta_mem31_task420,high
MEM31-C,hostap,wpa_supplicant/bgscan_learn.c,251,FP,Same idiom: failure path returns the old freqs; success path returns freqs=n to the caller.,delta_mem31_task420,high
MEM31-C,hostap,wpa_supplicant/bgscan_learn.c,266,FP,"Returned value (freqs=n) is handed to caller bgscan_learn_timeout, which os_free()s it later.",delta_mem31_task420,high
MEM31-C,hostap,wpa_supplicant/bgscan_learn.c,370,FP,"Failure path is a loop `continue`, not a return; the loop continues with the old freqs and the array is eventually returned to the caller.",delta_mem31_task420,high
MEM31-C,hostap,wpa_supplicant/bss.c,1003,FP,"wpa_bss_update returns the same/realloc'd entry which remains linked into wpa_s's BSS table (realloc with pointer fixups); table-owned, not a local leak.",delta_mem31_task420,high
MEM31-C,hostap,wpa_supplicant/bss.c,1009,FP,"Early return occurs after bss is already the table-owned, list-linked entry; nothing newly allocated locally at this point.",delta_mem31_task420,high
MEM31-C,hostap,wpa_supplicant/config.c,79,FP,"tmp is stored into *dst on the success path (`*dst = tmp;`), or freed on every error/no-change path — ownership transfer, not a leak.",delta_mem31_task420,high
MEM31-C,hostap,wpa_supplicant/config.c,134,FP,This return occurs after `*dst = tmp;` already transferred ownership into the ssid struct field.,delta_mem31_task420,high
MEM31-C,hostap,wpa_supplicant/config.c,310,FP,"Standard realloc-grow idiom: n is assigned to buf immediately after the null-check (which itself frees buf and returns on failure), so n is never orphaned.",delta_mem31_task420,high
MEM31-C,hostap,wpa_supplicant/config.c,310,FP,buf (holding n's value) is stored into *list — ownership transferred to the output parameter.,delta_mem31_task420,high
MEM31-C,hostap,wpa_supplicant/config.c,333,FP,"By this return, n's value lives in buf, which was already stored into *list.",delta_mem31_task420,high
