rule,project,file,line,verdict,reason,provenance,confidence
CON03-C,hostap,src/utils/os_unix.c,35,FP,CON03-C no-thread codebase FP class; hostapd/wpa_supplicant core is single-threaded,hostap_full_audit_0.4.169,high
MSC05-C,hostap,src/utils/os_unix.c,53,FP,"usec*1000 is unit conversion of a duration, not time_t point arithmetic",hostap_full_audit_0.4.169,med
MSC37-C,hostap,src/utils/os_unix.c,76,FP,while(1) loop only exits via return/switch-return; never falls off function end,hostap_full_audit_0.4.169,med
CON03-C,hostap,src/utils/os_unix.c,84,FP,CON03-C no-thread codebase FP class,hostap_full_audit_0.4.169,high
FLP03-C,hostap,src/utils/os_unix.c,96,FP,ts.tv_nsec/1000 is integer division misclassified as floating-point,hostap_full_audit_0.4.169,high
MSC01-C,hostap,src/utils/os_unix.c,99,FP,switch guard-clause pedantry; no realistic unmatched clock_id value,hostap_full_audit_0.4.169,med
CON03-C,hostap,src/utils/os_unix.c,116,FP,CON03-C no-thread codebase FP class,hostap_full_audit_0.4.169,high
FLP03-C,hostap,src/utils/os_unix.c,124,FP,integer (uint32/uint64) arithmetic misclassified as floating-point division,hostap_full_audit_0.4.169,high
INT33-C,hostap,src/utils/os_unix.c,124,FP,info.denom checked non-zero via mach_timebase_info success guard just above,hostap_full_audit_0.4.169,high
INT33-C,hostap,src/utils/os_unix.c,126,FP,"NSEC_PER_SEC is a nonzero compile-time macro constant, never zero",hostap_full_audit_0.4.169,high
INT33-C,hostap,src/utils/os_unix.c,127,FP,"NSEC_PER_USEC is a nonzero compile-time macro constant, never zero",hostap_full_audit_0.4.169,high
ERR33-C,hostap,src/utils/os_unix.c,154,TP,mktime() return value genuinely never checked for the (time_t)-1 error indicator,hostap_full_audit_0.4.169,med
ENV34-C,hostap,src/utils/os_unix.c,157,FP,"localtime() result consumed immediately via mktime(tm1), never stored across calls",hostap_full_audit_0.4.169,high
ERR33-C,hostap,src/utils/os_unix.c,157,FP,checked via `if (tm1)` on the very next line,hostap_full_audit_0.4.169,high
CON33-C,hostap,src/utils/os_unix.c,157,FP,CON33-C no-thread codebase FP class,hostap_full_audit_0.4.169,high
CON34-C,hostap,src/utils/os_unix.c,157,FP,CON34-C no-thread codebase FP class,hostap_full_audit_0.4.169,high
ERR33-C,hostap,src/utils/os_unix.c,159,TP,mktime() return value genuinely never checked,hostap_full_audit_0.4.169,med
ENV30-C,hostap,src/utils/os_unix.c,159,FP,"tm1 here is from localtime() (line 157), not gmtime(); message misattributes source call",hostap_full_audit_0.4.169,med
ENV34-C,hostap,src/utils/os_unix.c,160,FP,"gmtime() result consumed immediately via mktime(tm1), not stored across calls",hostap_full_audit_0.4.169,high
ERR33-C,hostap,src/utils/os_unix.c,160,FP,checked via `if (tm1)` on the very next line,hostap_full_audit_0.4.169,high
CON33-C,hostap,src/utils/os_unix.c,160,FP,CON33-C no-thread codebase FP class,hostap_full_audit_0.4.169,high
CON34-C,hostap,src/utils/os_unix.c,160,FP,CON34-C no-thread codebase FP class,hostap_full_audit_0.4.169,high
ERR33-C,hostap,src/utils/os_unix.c,162,TP,mktime() return value genuinely never checked,hostap_full_audit_0.4.169,med
ENV30-C,hostap,src/utils/os_unix.c,162,FP,tm1 (from gmtime) discarded right after mktime(tm1); no re-read of stale data,hostap_full_audit_0.4.169,med
MSC05-C,hostap,src/utils/os_unix.c,163,TP,"tz_offset = t2 - t1 is direct subtraction of two time_t values, real MSC05-C case",hostap_full_audit_0.4.169,high
MSC05-C,hostap,src/utils/os_unix.c,169,TP,t_local - tz_offset applies arithmetic directly to a time_t-derived value,hostap_full_audit_0.4.169,low
ENV34-C,hostap,src/utils/os_unix.c,179,FP,"gmtime() result consumed immediately, function returns right after",hostap_full_audit_0.4.169,high
CON33-C,hostap,src/utils/os_unix.c,179,FP,CON33-C no-thread codebase FP class,hostap_full_audit_0.4.169,high
CON34-C,hostap,src/utils/os_unix.c,179,FP,CON34-C no-thread codebase FP class,hostap_full_audit_0.4.169,high
