rule,project,file,line,verdict,reason,provenance,confidence
MSC01-C,raylib,src/platforms/rcore_android.c,1270,TP,The outer type dispatch only handles AINPUT_EVENT_TYPE_MOTION and AINPUT_EVENT_TYPE_KEY; any other event type falls through past both branches into the touch-handling code at line 1338 which calls AMotionEvent_getPointerCount/getX/getY on an event that is not guaranteed to be a motion event.,delta_msc01_task535,medium
MSC01-C,raylib,src/platforms/rcore_android.c,1329,FP,"Whatever the outcome of the POWER/BACK-MENU/VOLUME keycode chain, control falls through to the same unconditional return 0 at line 1335, so a missing else changes nothing.",delta_msc01_task535,high
MSC01-C,raylib,src/platforms/rcore_android.c,1383,TP,"gestureEvent is zero-initialized and TOUCH_ACTION_UP == 0 (rgestures.h), so any AMOTION_EVENT_ACTION flag other than DOWN/UP/MOVE/CANCEL (e.g. POINTER_DOWN/POINTER_UP for multitouch) silently defaults touchAction to UP and is fed to ProcessGestureEvent as if it were a real 'up' event.",delta_msc01_task535,medium
MSC01-C,raylib,src/platforms/rcore_android.c,818,FP,if/else-if only logs the two known orientations (PORT/LAND); an unhandled value simply skips the log message and has no functional effect on the rest of InitPlatform.,delta_msc01_task535,high
MSC01-C,raylib,src/platforms/rcore_desktop_glfw.c,1580,FP,"Chain sets GLFW context-version hints only for RL_OPENGL_21/33/43/ES_20/ES_30; RL_OPENGL_11 needs no explicit hints since it is GLFW's own default context, so omitting an else is intentional, not an unhandled case.",delta_msc01_task535,high
MSC01-C,raylib,src/platforms/rcore_desktop_glfw.c,2061,FP,"The comment explicitly notes GLFW only ever returns GLFW_RELEASE/GLFW_PRESS/GLFW_REPEAT for this callback's action parameter, so the three-way chain is exhaustive over the real domain.",delta_msc01_task535,high
MSC01-C,raylib,src/platforms/rcore_desktop_glfw.c,2110,FP,The two branches detect the only two real button-state transitions (0->1 and 1->0) that this GLFW callback contract guarantees (GLFW_PRESS/GLFW_RELEASE only); no other state change is possible between calls.,delta_msc01_task535,medium
MSC01-C,raylib,src/platforms/rcore_desktop_glfw.c,2188,FP,"GLFW's joystick callback only ever passes GLFW_CONNECTED or GLFW_DISCONNECTED for the event parameter, so the two-way chain is exhaustive by API contract.",delta_msc01_task535,high
MSC01-C,raylib,src/platforms/rcore_desktop_glfw.c,754,FP,"Classic clamp idiom (opacity>=1 -> 1, opacity<=0 -> 0); any in-range value is correctly left untouched by design, no else needed.",delta_msc01_task535,high
MSC01-C,raylib,src/platforms/rcore_desktop_glfw.c,878,FP,"xclosest is preset to wcx before the if/else-if, which only overrides it when wcx is outside [mx,right]; the missing else is the intended 'already inside range' case of a clamp.",delta_msc01_task535,high
